DR3Name,RA_ICRS,DE_ICRS,SolID,Source,RandomI,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,NewMatchObs,MatchObsrm,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,SDSk1,SDSk2,SDSk3,SDSk4,SDMk1,SDMk2,SDMk3,SDMk4,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,Vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,GLON,GLAT,ELON,ELAT,QSO,Gal,NSS,XPcont,XPsamp,RVS,EpochPh,EpochRV,MCMCGSP,MCMCMSC,And,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,HIP,dHIP,nHIP,f_HIP,PS1coid,PS1,dPS1,nPS1,mPS1,f_PS1,SDSS13coid,SDSS13,dSDSS13,nSDSS13,mSDSS13,f_SDSS13,SKYM2,dSKYM2,nSKYM2,mSKYM2,f_SKYM2,TYC2,dTYC2,f_TYC2,TYC2moid,nTYC2,URAT1,dURAT1,f_URAT1,URAT1oid,nURAT1,mURAT1,AllWISE,dAllWISE,f_AllWISE,AllWISEoid,nAllWISE,mAllWISE,APASS9coid,APASS9,dAPASS9,nAPASS9,mAPASS9,f_APASS9,GSC23,dGSC23,f_GSC23,GSC23coid,nGSC23,mGSC23,RAVE5,dRAVE5,f_RAVE5,RAVE5coid,nRAVE5,2MASS,d2MASS,f_2MASS,2MASScoid,n2MASS,m2MASS,RAVE6,dRAVE6,f_RAVE6,RAVE6oid,nRAVE6,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
"Gaia DR3 2105821503157578240",285.18268672982,43.51264366934,1636148068921376768,2105821503157578240,591376838,0.1155,0.1485,4.0004,0.1457,27.4566,39.156,27.395,0.145,-27.977,0.187,-0.0046,-0.0325,0.033,0.0579,0.1393,-0.0158,-0.159,-0.2304,-0.0598,0.1918,322,0,322,0,0.3577,390.4007,0.573,1.887684,95,0,,1.1883,0.0453,-0.041,0.059,0.096,-0.091,-0.162,38,25,0.266101,40,15,0,0.008090724,16.438017,0,0,1.013,0.2873218,0.15836255,0.14265646,0.07346829,-94.64,75.748,7.892,29.323,0,330,670.52976,1.1185458,599.46564,18.621323,0.003297,31,111.09553200981962,8.255213,13.457622,20.2243,0.080726,35,904.6789097839948,7.753955,116.673225,17.356659,0.010044,1.515,0,0,0,3,0,2.867641,1.602978,1.264664,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",73.76335586065,16.72555218222,297.28173617201,65.5202209435,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.999783,3176.2,3169.4,3184.1,4.9835,4.9686,4.9947,-0.0782,-0.1084,-0.0401,259.3883,251.2358,270.0448,0.5301,0.4818,0.589,0.3269,0.2969,0.3638,0.2264,0.2063,0.251,"MARCS  ",,,,,1846035783,160212851826375884,0.070825,1,0,40,,,,,,,,,,,,,,,,,"URAT1-668281297",0.045622,8,161570460,1,0,"J190043.83+433045.7",0.057837,8,626233359,1,0,,,,,,,"N2EO008874",0.046912,8,808188098,1,0,,,,,,"19004381+4330461 ",0.159199,8,413899970,1,0,,,,,,285.18251884006,43.51276801025,2.323653,3.013076,0.1881
"Gaia DR3 4106806879049899136",281.02367261733,-11.34884102662,1636148068921376768,4106806879049899136,45687214,1.751,1.5662,4.0004,1.5394,2.5986,3.785,-0.763,2.138,-3.708,1.85,0.678,-0.318,-0.5018,-0.3906,-0.211,-0.4343,-0.5584,-0.0866,-0.152,0.6427,96,0,96,0,3.9852,159.51927,3.992,2.3494754,95,0,,1.884,0.3749,-0.239,-0.111,0.496,0.005,-0.098,11,9,3.807953,11,4,0,0.07292708,178.16653,0,0,1.307,0.07622879,0.5213725,0.20633072,0.8386366,177.514,-39.324,-23.274,42.557,0,96,108.69524,1.4427768,75.337524,20.59684,0.014673,5,48.466862569790685,12.042388,4.0246887,21.12493,0.269783,5,130.8762033983608,9.550009,13.704302,19.455744,0.079316,1.65,0,0,0,0,0,1.669186,0.52809,1.141096,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",21.98974706025,-3.54174416122,281.03639914644,11.66910353215,0,0,0,0,0,0,0,0,0,0,0,2.0E-6,0.0,0.999989,,,,,,,,,,,,,,,,,,,,,,,,,,,664031362,94382810236811707,0.065686,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.02367607639,-11.3488245483,35.127094,30.506492,0.6499
"Gaia DR3 4094889203789468544",274.22337630572,-18.50168817776,1636148068921376768,4094889203789468544,1383693021,1.6033,1.4309,4.0004,1.4774,2.7077,3.793,3.014,1.547,2.303,1.158,0.6651,-0.3327,-0.0949,-0.3262,-0.5628,-0.1393,-0.3951,-0.0121,0.1727,0.2467,88,0,86,2,1.2886,119.773674,3.071,14.002743,95,0,,1.1475,0.3843,-0.436,-0.237,0.185,0.216,0.121,10,10,2.361326,10,4,1,0.21695137,91.49892,1,0,1.099,0.33281115,0.45878306,0.52306664,0.76598364,-94.092,-32.473,-31.979,44.767,0,85,106.0255,1.2902302,82.175644,20.62384,0.013497,7,23.809352260064866,5.877872,4.0506754,21.896673,0.268053,10,122.06962712867255,10.904158,11.194778,19.531376,0.09706,1.376,0,0,0,0,0,2.365297,1.272833,1.092464,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",12.60298968268,-1.02946570995,274.01932263333,4.87868647803,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,,,,,454289845,85792742234008285,0.004914,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.22336218028,-18.50169841515,24.949741,19.134035,0.2707
"Gaia DR3 4062461165683489536",270.49382418468,-28.78772581231,1636148068921376768,4062461165683489536,1056051707,0.4846,0.4014,4.0004,0.7019,5.6997,6.608,-5.719,0.815,-3.31,0.512,-0.1717,-0.4275,0.332,-0.2628,0.253,-0.2902,0.0923,-0.7087,0.2971,-0.0261,96,0,95,1,5.9803,200.82893,1.793,5.7619534,95,0,,1.5831,0.1395,0.308,-0.315,-0.458,0.335,-0.376,11,9,1.208389,12,2,0,0.13252214,76.322266,13,0,1.476,0.21732822,0.18045464,0.08445023,0.9149894,-160.517,18.563,-21.418,-43.736,0,103,516.17662,4.230238,122.0207,18.90537,0.009315,6,240.74747679057768,38.07347,6.323234,19.384638,0.171728,6,484.8178441482093,51.951244,9.33217,18.033949,0.116405,1.406,0,3,0,3,0,1.350689,0.479267,0.871422,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",1.94249917742,-3.01231406671,270.43469776798,-5.34919015451,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,,,,,97331272,73452704938345043,0.033793,2,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.49385318793,-28.78771110007,12.887509,8.160816,-0.0024
"Gaia DR3 4255618424886108416",284.77345168412,-3.07753366327,1636148068921376768,4255618424886108416,1004879239,1.1726,1.3167,4.0004,1.5928,2.5116,7.264,-4.404,1.329,-5.776,1.056,0.5947,-0.3759,-0.1002,-0.4325,-0.6008,0.0016,-0.4829,-0.4609,0.2286,0.1882,159,0,159,0,9.1826,417.8255,5.606,13.350896,95,0,,1.2103,0.3181,-0.341,-0.328,0.354,-0.081,0.136,18,12,1.978405,18,7,0,0.21758233,87.90233,0,0,1.566,0.42941424,0.25573236,0.5155774,0.81834865,-105.539,-37.603,-33.044,39.74,0,159,145.31035,1.8131496,80.14251,20.281626,0.013825,16,46.2536233003874,5.9914165,7.719981,21.175678,0.140667,17,187.96554938264646,9.97189,18.84954,19.0627,0.057724,1.612,0,0,0,1,0,2.112978,0.894053,1.218926,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",31.06251265089,-3.10478901668,285.67775805926,19.5613062258,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,,,,,878822455,104302847734627353,0.042682,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.77347128687,-3.0775079923,21.40602,17.564685,0.2049
"Gaia DR3 5979330569010402176",260.47094325035,-32.67684861985,1636148068921376768,5979330569010402176,178534720,1.3541,1.0335,4.0004,1.4462,2.7661,2.492,-2.455,1.679,-0.428,1.157,0.607,-0.2968,-0.0882,-0.1419,-0.5645,0.0359,-0.3148,-0.1537,0.3714,0.5034,130,0,130,0,1.5004,166.74702,3.14,2.6020725,95,0,,1.211,0.277,-0.148,-0.067,0.116,0.036,-0.191,15,10,2.520887,15,6,1,0.013309866,130.11035,1,0,1.094,0.19724579,0.61753386,0.26637167,0.48711762,-100.385,-21.512,-29.1,-34.3,0,130,119.19903,1.2589467,94.68155,20.496685,0.011794,9,35.608649689449756,6.628341,5.372181,21.459654,0.202123,15,161.12556505120065,10.98998,14.661134,19.229984,0.074152,1.65,0,0,0,1,0,2.22967,0.962969,1.266701,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",354.08991687398,2.24350015634,261.87772181628,-9.50585041939,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.47095621289,-32.67684671635,27.018185,18.856772,0.4979
"Gaia DR3 2378274093609172864",347.62761603637,-28.58707284263,1636148068921376768,2378274093609172864,1600346300,0.0512,0.0554,4.0004,0.0676,59.1407,30.115,-15.873,0.059,-25.593,0.066,0.2181,0.07,-0.2346,0.097,-0.2914,0.1316,-0.2397,-0.2681,-0.0498,0.4662,278,278,278,0,60.7685,9709.602,0.525,399.908,31,0,1.521,,,,,,,,32,18,0.105577,32,19,0,0.006521946,142.9229,0,0,4.518,,,,,,,,,0,269,264769.75372,98.83249,2678.9749,12.130196,0.002785,29,132979.35844180128,90.924484,1462.5253,12.529081,0.002887,29,187998.39502214725,138.79323,1354.5214,11.562511,0.003863,1.212,0,0,0,0,0,0.966571,0.398886,0.567685,-7.61,3.6,1,13,4,7,25.976748,18.627653,0.0,684.442,25.69,5250.0,4.0,0.0,222,,,,11.397893,0.031824,9,,"NOT_AVAILABLE",23.2799079927,-67.68554671795,337.06337033052,-21.35653046022,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,0.999853,5255.5,5253.4,5257.7,4.4126,4.4038,4.4207,-0.3268,-0.3321,-0.3214,246.5435,242.8494,250.4632,3.0E-4,0.0,8.0E-4,3.0E-4,0.0,7.0E-4,1.0E-4,0.0,4.0E-4,"PHOENIX",,,,,104851321,73693476276485802,0.071285,1,0,8,,,,,,,2952911,0.438437,1,0,72,,,,,,,,,,,,,,,,,,19646180,16397044,0.445642,1,0,8,,,,,,,"J231030.7-283513",0.064894,8,280552,1,"23103065-2835130 ",0.034045,8,186238431,1,0,"20110807_2307m27_083 ",0.064894,8,279536,1,347.62769637582,-28.58695909714,0.9639,1.064213,0.4422
"Gaia DR3 4063260441889389568",271.37782704923,-26.81121158592,1636148068921376768,4063260441889389568,55110475,0.5452,0.4249,4.0004,0.5942,6.7325,7.304,-6.459,0.833,3.411,0.631,0.3595,-0.1156,0.218,0.0463,-0.2303,-0.0331,-0.1657,-0.068,0.3194,0.5945,179,0,178,1,20.6245,1468.1263,3.481,42.586124,95,0,,0.9229,0.1363,0.056,-0.082,-0.015,0.248,0.104,20,16,1.309737,24,10,0,0.11993437,139.79082,28,12,2.295,0.16871929,0.35314375,0.26445445,0.8016732,-92.09,-24.145,-27.567,-42.095,0,181,641.26137,5.682993,112.83867,18.669779,0.010009,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",4.05134059678,-2.72609313139,271.23183730911,-3.37782225552,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222493986,1.027021,1,3,12,,,,,,,,,,,,,,,,,,,,,,,,"S9S7008773",0.928414,12,347082477,1,3,,,,,,,,,,,,,,,,,271.37785921457,-26.81122674558,13.217206,10.173353,0.5948
"Gaia DR3 2915064676834764032",85.87052813758,-25.07471107922,1636148068921376768,2915064676834764032,1423131177,0.8373,0.9976,4.0004,1.4197,2.8178,4.961,4.771,1.12,-1.36,1.45,0.0865,0.0866,0.3989,0.0081,-0.0729,0.0024,0.37,0.3581,0.039,-0.0024,221,0,220,1,0.8389,248.87613,1.89,0.58189505,95,0,,1.4693,0.276,-0.157,0.096,-0.362,-0.058,0.068,26,16,2.047094,30,8,2,0.055190697,8.019541,0,0,1.039,0.4245875,0.22297835,0.07732162,0.248986,-75.616,-80.751,-35.553,-28.116,0,254,86.00928,0.88102806,97.623764,20.851004,0.011458,19,42.78601439125365,6.7209916,6.366027,21.260288,0.170574,25,88.8789363908268,6.364435,13.964937,19.875898,0.077839,1.531,0,1,0,1,0,1.38439,0.409285,0.975105,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",229.42653503952,-25.39025388813,84.35851535904,-48.43315584674,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,0.0,0.999992,,,,,,,,,,,,,,,,,,,,,,,,,,,232413814,77910858705050642,0.028585,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S211009512",0.570611,8,360506687,1,0,,,,,,,,,,,,,,,,,85.87050472879,-25.07470503423,17.607374,22.857366,-0.0028
"Gaia DR3 1764564606071622400",314.32635546535,17.46322684204,1636148068921376768,1764564606071622400,455315678,0.0183,0.0176,4.0004,0.0265,150.7712,23.335,-4.887,0.022,-22.818,0.02,0.0152,0.2473,-0.2735,-0.0596,-0.1475,-0.0259,-0.5124,-0.359,0.0485,0.0613,345,0,344,1,0.5914,352.21695,0.0,0.0,31,0,1.362,,,,,,,,39,18,0.03203,41,20,0,0.0076658153,153.08443,0,0,1.022,0.35296974,0.13602509,0.08265166,0.38839725,-71.311,3.13,-54.631,25.314,0,353,21603.07261,6.089357,3547.6772,14.851078,0.002772,40,6737.64399656309,13.369064,503.97275,15.767272,0.003525,37,21711.394769072303,23.123287,938.9407,13.906177,0.003952,1.317,0,1,0,1,0,1.861095,0.916194,0.944901,-56.05,5.05,2,10,1,8,4.3621244,,,888.477,,4250.0,4.5,0.5,101,,,,13.530538,0.123729,10,,"NOT_AVAILABLE",64.20314381591,-17.83809763922,322.75703717852,33.14593450353,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,0.999324,4205.6,4161.1,4230.2,4.6589,4.652,4.6746,0.2491,0.0622,0.3306,236.8885,220.5713,241.5857,0.7891,0.7378,0.818,0.5686,0.5308,0.5896,0.3078,0.2874,0.3187,"MARCS  ",,,,,1353525698,128953143264086409,0.05243,1,0,40,215268266,1237666246284935779,0.042486,1,0,40,,,,,,,,,,,"URAT1-538587903",0.028163,8,82475995,1,0,"J205718.32+172747.7",0.03259,8,487575184,1,0,40919203,9661022,0.82736,1,0,8,"N2RG013768",0.348863,8,657051781,1,0,,,,,,"20571833+1727480 ",0.077742,8,345333342,1,0,,,,,,314.32637823433,17.46332825516,0.354221,0.322804,0.0631
"Gaia DR3 4067970268643373824",265.13767187507,-25.26481227956,1636148068921376768,4067970268643373824,1789442342,0.3698,0.259,4.0004,0.4669,8.5676,4.374,-3.634,0.481,-2.435,0.25,0.352,0.1171,-0.1248,-0.1781,-0.1115,-0.2039,-0.775,-0.4426,0.27,0.3221,372,0,371,1,13.3337,1016.15674,1.877,18.672441,95,0,,1.2019,0.0638,0.209,0.097,-0.07,0.033,-0.252,43,14,0.699765,44,32,0,0.08096008,107.465904,26,0,1.531,0.45525432,0.69236606,0.51735127,0.40168375,171.946,-10.474,52.797,-18.984,0,363,624.65692,2.2826543,273.65375,18.698263,0.00483,39,121.02107817287329,6.283216,19.26101,20.13139,0.056439,41,1073.682589484407,16.219757,66.19597,17.170706,0.016832,1.913,0,39,0,41,0,2.960684,1.433126,1.527557,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",2.53321026958,2.88776454195,265.60133380544,-1.89974372631,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,,,,,225659936,77682651376792507,0.056394,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S8E2065923",1.487304,8,359048166,1,1,,,,,,,,,,,,,,,,,265.1376897355,-25.26480145871,7.758119,4.206904,0.3259
"Gaia DR3 4661816636192732032",77.30505507834,-67.44061470589,1636148068921376768,4661816636192732032,998238769,0.0881,0.1084,4.0004,0.0978,40.9057,27.492,-2.416,0.116,-27.385,0.167,0.0598,-5.0E-4,0.0031,-0.2788,0.2134,-0.1637,-0.2729,0.2647,-0.0659,0.0373,310,0,310,0,0.2777,331.09335,0.171,0.2979958,31,0,1.246,,,,,,,,35,25,0.234935,47,14,0,0.029083166,44.402584,0,0,1.01,0.037706744,0.107716374,0.07598346,0.029148744,-20.495,74.1,0.523,20.114,0,386,1102.50937,1.5725535,701.095,18.081411,0.003161,46,159.0141524026949,4.50868,35.26845,19.834953,0.030911,42,1412.3849985570607,6.0457497,233.6162,16.873013,0.00599,1.425,0,0,0,0,0,2.961941,1.753542,1.208399,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",278.05519928398,-34.63716352005,344.1345442192,-84.97170599007,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.999245,3330.5,3322.6,3337.8,4.9409,4.9296,4.95,-0.1815,-0.2057,-0.1564,243.3428,238.2325,249.3795,1.086,1.0461,1.123,0.6859,0.6604,0.7096,0.449,0.4331,0.4635,"MARCS  ",,,,,,,,,,,,,,,,,496006980,0.077212,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,"S1HJ112873",0.760835,8,46880249,1,0,,,,,,"05091321-6726257 ",0.049525,8,16643457,1,0,,,,,,77.30508307041,-67.44049299396,1.865024,2.704144,0.0565
"Gaia DR3 3029756310984077952",116.37832362801,-13.71516241585,1636148068921376768,3029756310984077952,858436249,0.0102,0.0102,4.0004,0.014,286.1083,40.386,-9.39,0.012,-39.279,0.012,-0.0183,0.054,0.1166,-0.0114,0.0551,-0.0076,0.1702,0.0011,-0.0905,-0.041,317,0,316,1,-0.2791,303.27826,0.0,0.0,31,0,1.453,,,,,,,,37,18,0.017471,39,13,0,0.009448277,68.17556,0,0,0.988,0.23102213,0.043911565,0.07422278,0.46691984,-27.744,42.295,-59.018,-35.907,0,330,77578.00536,14.313145,5420.053,13.46302,0.002763,36,33017.3328289837,22.755518,1450.9594,14.041687,0.002889,37,63256.93091826928,36.16587,1749.078,12.745125,0.00383,1.241,0,2,0,1,0,1.296562,0.578667,0.717896,79.37,1.58,2,18,8,14,13.00373,,,888.476,,4500.0,3.5,0.0,111,,,,12.485335,0.093199,10,,"NOT_AVAILABLE",231.35099168057,5.39402035968,121.50533195775,-34.31414002489,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,0.999896,4714.6,4703.2,4724.7,4.5698,4.5644,4.5741,0.1244,0.108,0.1416,248.1246,247.0678,249.7381,0.2311,0.2186,0.2419,0.179,0.1693,0.1874,0.094,0.0889,0.0984,"MARCS  ",,,,,599511655,91541163783182329,0.114826,1,0,40,,,,,,,56449203,0.083712,1,0,8,,,,,,"URAT1-382036106",0.086918,40,3237896,1,0,"J074530.80-134254.4",0.040337,8,302849396,1,0,26557043,19800819,0.238676,1,0,8,"S3OV033271",0.166109,8,447099665,1,0,,,,,,"07453081-1342538 ",0.090694,8,247170894,1,0,,,,,,116.37836658731,-13.71498783983,0.197386,0.193828,-0.0405
"Gaia DR3 4516844383094573312",289.17002822006,20.43764650833,1636148068921376768,4516844383094573312,633793920,0.5194,0.9362,4.0004,1.0847,3.6882,4.794,-4.074,0.88,2.528,1.161,0.5723,-0.2376,0.1534,0.1353,-0.1028,0.0994,0.2379,-0.2037,-0.0236,0.3631,563,0,555,8,25.633,2151.1177,6.305,31.564793,95,0,,0.8899,0.1753,-0.195,-0.032,0.102,0.061,-0.042,65,21,1.733867,71,29,2,0.2939287,92.94402,3,4,1.865,0.6076764,0.6809551,0.4228673,0.4737033,-70.214,-68.641,50.922,23.479,1,557,143.01161,1.1424017,125.18505,20.298939,0.0091,52,41.887669699970154,3.3069808,12.666438,21.283327,0.085763,64,234.1364584220893,4.4382057,52.754757,18.824223,0.020925,1.93,0,52,0,64,0,2.459105,0.984388,1.474716,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",53.94356608186,3.87366487345,294.5653327705,42.25586772601,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999992,,,,,,,,,,,,,,,,,,,,,,,,,,,1417075939,132522891699775919,0.023348,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19164081+2026160 ",0.549176,8,353919434,1,0,,,,,,289.17004754117,20.43763527378,14.003302,18.3745,0.3598
"Gaia DR3 5875927272908711424",230.49649497087,-59.85305302854,1636148068921376768,5875927272908711424,346832460,1.1175,1.0104,4.0004,1.951,2.0504,5.569,-5.272,2.431,1.794,1.804,0.1986,-0.0439,0.3862,0.2409,-0.1073,0.21,0.1165,-0.4491,0.3258,0.3017,114,0,113,1,0.6928,120.22623,2.199,0.6867134,95,0,,1.7176,0.3297,0.061,0.067,-0.223,-0.075,-0.219,13,10,3.58072,14,2,0,0.15767603,69.54927,0,0,1.045,0.1510356,0.037245788,0.292519,0.12323943,-82.707,26.307,-53.715,20.279,0,121,88.75453,1.3084931,67.829575,20.81689,0.016242,11,36.18445346668661,9.42752,3.8381732,21.442238,0.282892,13,110.79892109156258,16.414858,6.7499166,19.636557,0.160896,1.656,0,0,0,0,0,1.805681,0.625347,1.180334,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",320.8064631471,-2.31277554263,245.45304648791,-39.73539098413,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.49654163036,-59.8530610032,38.473107,28.761584,0.2917
"Gaia DR3 3124856752455567616",94.64231695952,3.06247078269,1636148068921376768,3124856752455567616,1225800647,0.978,1.2277,4.0004,1.4708,2.7199,3.636,3.633,1.191,0.129,1.015,-0.0824,-0.1139,-0.5044,0.1668,-0.6169,-0.2077,-0.4821,0.5675,-0.044,-0.2159,133,0,131,2,-0.9097,117.19911,0.0,0.0,95,0,,1.2902,0.2773,-0.339,-0.056,-0.236,-0.196,0.098,16,12,1.914726,16,8,0,0.037743058,150.35297,0,0,0.94,0.474525,0.21281554,0.50676256,0.8488178,-110.576,34.907,-21.896,-44.035,0,131,117.71618,1.1001766,106.99754,20.510277,0.010515,7,73.30842403082721,22.153921,3.3090496,20.675657,0.328123,13,115.06101169945839,11.731897,9.807536,19.595575,0.110769,1.6,0,0,0,0,1,1.080082,0.16538,0.914701,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",206.43070960134,-5.89233345173,94.94333339377,-20.29718427469,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,1024875066,111670946423335444,0.024805,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N7Y5009454",0.621963,8,564004222,1,0,,,,,,,,,,,,,,,,,94.64230078764,3.06247021055,19.571187,16.86122,-0.196
"Gaia DR3 4077162873090279936",277.74297974759,-24.10668071967,1636148068921376768,4077162873090279936,1538651592,0.5641,0.4939,4.0004,0.6301,6.3487,6.393,-3.147,0.709,-5.564,0.592,0.1402,-0.0954,0.1123,-0.0652,-0.2508,-0.027,-0.0794,-0.149,0.1859,0.2612,206,0,204,2,30.0536,1696.7188,4.542,64.78469,95,0,,1.8683,0.1423,-0.007,-0.071,0.128,-0.158,-0.074,24,17,1.035932,24,7,0,0.22405112,56.90764,0,0,2.841,0.18934739,0.20814206,0.31379202,0.8802999,-113.582,-19.588,-32.596,42.141,0,202,468.23026,5.677523,82.47086,19.011219,0.01345,9,273.94316966461514,19.358704,14.150905,19.24439,0.076776,8,568.1608385794822,32.786964,17.328863,17.861717,0.062769,1.798,0,9,0,8,0,1.382673,0.233171,1.149502,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",9.15092259577,-6.53398850811,277.06488616442,-0.85709310747,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,,,,,266222743,79072777429682374,0.109769,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.74299507059,-24.10665598949,11.294278,9.524073,0.2659
"Gaia DR3 4059495168575652224",261.84583387484,-29.22392809754,1636148068921376768,4059495168575652224,1788144508,1.0651,0.7249,4.0004,1.2968,3.0849,7.188,-7.188,1.518,0.06,1.015,0.3314,-0.203,-0.1993,-0.4909,-0.0968,-0.3443,-0.4116,-0.5448,0.0621,0.2707,109,0,106,3,3.9336,195.92302,3.35,7.347471,95,0,,0.5088,0.2312,0.185,0.164,-0.352,0.011,-0.385,13,11,2.2472,13,5,0,0.21109048,18.67522,12,0,1.287,0.15371287,0.35187182,0.29639488,0.60697824,-103.751,-7.937,-13.797,-34.903,0,105,214.16225,2.6894214,79.63135,19.86051,0.01391,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",357.6137135467,3.20438698645,262.85028701807,-5.98680070096,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81289914,72932618459531746,0.148576,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S8HG072273",1.300415,10,326955116,1,2,,,,,,,,,,,,,,,,,261.84587048115,-29.22392836571,24.516956,16.552223,0.2996
